wav_filename,wav_filesize,transcript
Z197Vk_023.wav,1467052, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  išjunk abipusę lygiuotę  centrinė lygiuotė  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  teksto pabraukimas  įjunk teksto pabraukimą  
Z197Vk_023a.wav,1771630, išjunk teksto pabraukimą  padidink šriftą  sumažink šriftą  įterpti paveikslą  paveikslas  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojimą  atsitiktinis grojimas  įjunk atsitiktinį grojimą  išjunk atsitiktinį grojimą  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z197Vk_024.wav,1694860, mano kompiuteris  parodyk mano kompiuterį  atverk diską  atverk aplanką  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  pažymėk paskutinį  
Z198Vl_023.wav,1468802, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  centrinė lygiuotė  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą  
Z198Vl_023a.wav,1841706, teksto pabraukimas  įjunk teksto pabraukima  išjunk teksto pabraukima  padidink šriftą  sumažink šriftą  įterpti paveiksla  paveikslas  atverti faila  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojima  atsitiktinis grojimas  įjunk atsitiktinį grojima  išjunk atsitiktinį grojima  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z198Vl_024.wav,1604690, mano kompiuteris  parodyk mano kompiuterį  atverk diską  atverk aplanką  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirma  į pabaiga  eik į pabaiga  pažymėk paskutinį  
Z199Vk_023.wav,1543238, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuote  išjunk abipusę lygiuote  centrinė lygiuotė  įjunk centrinę lygiuote  išjunk centrinę lygiuote  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą  teksto pabraukimas  įjunk teksto pabraukimą  išjunk teksto pabraukima  
Z199Vk_023a.wav,1594454, padidink šrifta  sumažink šrifta  įterpti paveikslą  paveikslas  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojima  tęsk  tęsk grojima  stabdyk  stabdyk grojimą  atsitiktinis grojimas  įjunk atsitiktinį grojima  išjunk atsitiktinį grojima  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z199Vk_024.wav,1542082, mano kompiuteris  parodyk mano kompiutera  atverk diska  atverk aplanka  vykdyk  vykdyk administratoriaus teisėmi  paleisk administratoriaus teisėmis  atverk administratoriaus teisėm  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muzika  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžia  pažymėk pirma  į pabaigą  eik į pabaigą  pažymėk paskutinį  
Z200Vl_023.wav,1324656, pusjuodis šriftas  įjunk pusjuodį šrifta  išjunk pusjuodį šrifta  abipusė lygiuotė  įjunk abipusę lygiuote  išjunk abipusę lygiuote  centrinė lygiuotė  įjunk centrinę lygiuote  išjunk centrinę lygiuote  dešininė lygiuotė  įjunk dešininę lygiuote  išjunk dešininę lygiuote  kairinė lygiuotė  įjunk kairinę lygiuote  išjunk kairinę lygiuote  kursyvus šriftas  įjunk kursyvų šrifta  išjunk kursyvų šrifta  
Z200Vl_023a.wav,1582840, teksto pabraukimas  įjunk teksto pabraukim  išjunk teksto pabraukim  padidink šrifta  sumažink šrifta  įterpti paveiksla  paveikslas  atverti faila  atverk faila  grok  paleisk  pauzė  pristabdyk  pristabdyk grojima  tęsk  tęsk grojima  stabdyk  stabdyk grojima  atsitiktinis grojimas  įjunk atsitiktinį grojima  išjunk atsitiktinį grojima  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z200Vl_024.wav,1392298, mano kompiuteris  parodyk mano kompiuteri  atverk diska  atverk aplanka  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muzika  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžia  eik į pradžia  pažymėk pirma  į pabaiga  eik į pabaiga  pažymėk paskutinį  
Z201Vk_021.wav,1800870, paleisk vord   paleisk vraiter   paleisk rašyklę  paleisk eksel   paleisk kalk   paleisk skaičiuoklę  paleisk poverpoint  paleisk impres  paleisk pateikčių rengyklę   paleisk autluk  paleisk laifmeil   paleisk tanderbird   paleisk pašto programą   paleisk medijos leistuvę   suskleisk langą  sumažink langą  išskleisk langą  padidink langą  atstatyk langą  aktyvink vord  aktyvink vraiter   aktyvink rašyklę  aktyvink eksel   aktyvink kalk   aktyvink skaičiuoklę  aktyvink poverpoint  aktyvink impres  aktyvink pateikčių rengyklę   
Z201Vk_021a.wav,1929614, aktyvink autluk  aktyvink laifmeil   aktyvink tanderbird   aktyvink pašto programą   aktyvink medijos leistuvę   užverk  užverk langą  išjunk  išjunk programą  užverk programą  gerai  taikyk  taikyti  atsisakau  atsisakyti  taip  ne  žemyn  toliau  aukštyn  atgal  dešinėn  į dešinę  kairėn  į kairę  puslapiu žemyn  tolesnis puslapis  parodyk tolesnį puslapį   puslapiu aukštyn  ankstesnis puslapis  parodyk ankstesnį puslapi   kopijuok  iškirpk  įdėk  pažymėk viską  pašalink  atšauk  grąžink                                                                   
Z201Vk_022.wav,1831404, naujas  naujas dokumentas  pradėk naują dokumentą  atverti  atverk  atverti dokumentą  atverk dokumentą  įrašyk  įrašyk dokumentą  įrašyti kitu vardu  įrašyk kitu vardu  įrašyti kaip  įrašyk kaip  spaudinio peržiūra  įjunk spaudinio peržiūrą  išjunk spaudinio peržiūrą  spausdink  spausdink dokumentą  užverk dokumentą  padidink mastelį  sumažink mastelį  atstatyk mastelį  naujas laiškas  pradėk naują laišką  įrašyk laišką  išsiųsk  išsiųsk laišką  atverk laišką  spausdink laišką  atsakyti  atsakymas  atsakyti visiems  atsakymas visiems  
Z202Vk_021.wav,1661746, paleisk vord   paleisk vraiter   paleisk rašyklę  paleisk eksel   paleisk kalk   paleisk skaičiuoklę  paleisk poverpoint  paleisk impres  paleisk pateikčių rengyklę   paleisk autluk  paleisk laifmeil   paleisk tanderbird   paleisk pašto programą   paleisk medijos leistuvę   suskleisk langą  sumažink langą  išskleisk langą  padidink langą  atstatyk langą  aktyvink vord  aktyvink vraiter   aktyvink rašyklę  aktyvink eksel   aktyvink kalk   aktyvink skaičiuoklę  aktyvink poverpoint  aktyvink impres  aktyvink pateikčių rengyklę   
Z202Vk_021a.wav,1783734, aktyvink autluk  aktyvink laifmeil   aktyvink tanderbird   aktyvink pašto programą   aktyvink medijos leistuvę   užverk  užverk langą  išjunk  išjunk programą  užverk programą  gerai  taikyk  taikyti  atsisakau  atsisakyti  taip  ne  žemyn  toliau  aukštyn  atgal  dešinėn  į dešinę  kairėn  į kairę  puslapiu žemyn  tolesnis puslapis  parodyk tolesnį puslapį   puslapiu aukštyn  ankstesnis puslapis  parodyk ankstesnį puslapį   kopijuok  iškirpk  įdėk  pažymėk viską  pašalink  atšauk  grąžink                                                                   
Z202Vk_022.wav,1465882, naujas  naujas dokumentas  pradėk naują dokumentą  atverti  atverk  atverti dokumentą  atverk dokumentą  įrašyk  įrašyk dokumentą  įrašyti kitu vardu  įrašyk kitu vardu  įrašyti kaip įrašyk kaip  spaudinio peržiūra  įjunk spaudinio peržiūrą  išjunk spaudinio peržiūrą  spausdink  spausdink dokumentą  užverk dokumentą  padidink mastelį sumažink mastelį  atstatyk mastelį  naujas laiškas pradėk naują laišką  įrašyk laišką  išsiųsk  išsiųsk laišką atverk laišką  spausdink laišką  
Z203Vl_021.wav,2055260, paleisk vord   paleisk vraiter   paleisk rašyklę  paleisk eksel   paleisk kalk   paleisk skaičiuoklę  paleisk poverpoint  paleisk impres  paleisk pateikčių rengyklę   paleisk autluk  paleisk laifmeil   paleisk tanderbird   paleisk pašto programą   paleisk medijos leistuvę   suskleisk langą  sumažink langą  išskleisk langą  padidink langą  atstatyk langą  aktyvink vord  aktyvink vraiter   aktyvink rašyklę  aktyvink eksel   aktyvink kalk   aktyvink skaičiuoklę  aktyvink poverpoint  aktyvink impres  aktyvink pateikčių rengyklę   
Z203Vl_021a.wav,2168222, aktyvink autluk  aktyvink laifmeil   aktyvink tanderbird   aktyvink pašto programą   aktyvink medijos leistuvę   užverk  užverk langą  išjunk  išjunk programą  užverk programą  gerai  taikyk  taikyti  atsisakau  atsisakyti  taip  ne  žemyn  toliau  aukštyn  atgal  dešinėn  į dešinę  kairėn  į kairę  puslapiu žemyn  tolesnis puslapis  parodyk tolesnį puslapį   puslapiu aukštyn  ankstesnis puslapis  parodyk ankstesnį puslapį   kopijuok  iškirpk  įdėk  pažymėk viską  pašalink  atšauk  grąžink                                                                   
Z203Vl_022.wav,2008164, naujas  naujas dokumentas  pradėk naują dokumentą  atverti  atverk  atverti dokumentą  atverk dokumentą  įrašyk  įrašyk dokumentą  įrašyti kitu vardu  įrašyk kitu vardu  įrašyti kaip  įrašyk kaip  spaudinio peržiūra  įjunk spaudinio peržiūrą  išjunk spaudinio peržiūrą  spausdink  spausdink dokumentą  užverk dokumentą  padidink mastelį  sumažink mastelį  atstatyk mastelį  naujas laiškas  pradėk naują laišką  įrašyk laišką  išsiųsk  išsiųsk laišką  atverk laišką  spausdink laišką  
Z204Vl_023.wav,2737444, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  išjunk abipusę lygiuotę  centrinė lygiuotė  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą  teksto pabraukimas  įjunk teksto pabraukimą  išjunk teksto pabraukimą  
Z204Vl_024.wav,2428124, mano kompiuteris  parodyk mano kompiuterį  atverk diską  atverk aplanką  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  pažymėk paskutinį  
Z205Vk_023.wav,1811640, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą  teksto pabraukimas  įjunk teksto pabraukimą  išjunk teksto pabraukimą  
Z205Vk_023a.wav,2153548, padidink šriftą  sumažink šriftą  įterpti paveikslą  paveikslas  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojimą  atsitiktinis grojimas  įjunk atsitiktinį grojimą  išjunk atsitiktinį grojimą  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z205Vk_024.wav,2176212, mano kompiuteris  parodyk mano kompiuterį  atverk diską  atverk aplanką  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  pažymėk paskutinį  
Z206Mj_023.wav,1560342, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  išjunk abipusę lygiuotę  centrinė lygiuotė  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą 
Z206Mj_023a.wav,1540304, teksto pabraukimas  įjunk teksto pabraukimą  išjunk teksto pabraukimą  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojimą atsitiktinis grojimas  įjunk atsitiktinį grojimą  išjunk atsitiktinį grojimą  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z206Mj_024.wav,1623992, mano kompiuteris parodyk mano kompiuterį atverk diską  atverk aplanką vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  pažymėk paskutinį  
Z207Ml_021.wav,2494314, paleisk vord   paleisk vraiter   paleisk rašyklę  paleisk eksel   paleisk kalk   paleisk skaičiuoklę  paleisk poverpoint  paleisk impres  paleisk pateikčių rengyklę   paleisk autluk  paleisk laifmeil   paleisk tanderbird   paleisk pašto programą   paleisk medijos leistuvę   suskleisk langą  sumažink langą  išskleisk langą  padidink langą  atstatyk langą  aktyvink vord  aktyvink vraiter   aktyvink rašyklę  aktyvink eksel   aktyvink kalk   aktyvink skaičiuoklę  aktyvink poverpoint  aktyvink impres  aktyvink pateikčių rengyklę   
Z207Ml_021a.wav,2346242, aktyvink autluk  aktyvink laifmeil   aktyvink tanderbird   aktyvink pašto programą   aktyvink medijos leistuvę   užverk  užverk langą  išjunk  išjunk programą  užverk programą  gerai  taikyk  taikyti  atsisakau  atsisakyti  taip  ne  žemyn  toliau  aukštyn  atgal  dešinėn  į dešinę  kairėn  į kairę  puslapiu žemyn  tolesnis puslapis  parodyk tolesnį puslapį   puslapiu aukštyn  ankstesnis puslapis  parodyk ankstesnį puslapį   kopijuok  iškirpk  įdėk  pažymėk viską  pašalink  atšauk  grąžink                                                                   
Z207Ml_022.wav,2206620, naujas  naujas dokumentas  pradėk naują dokumentą  atverti  atverk  atverti dokumentą  atverk dokumentą  įrašyk  įrašyk dokumentą  įrašyti kitu vardu  įrašyk kitu vardu  įrašyti kaip  įrašyk kaip  spaudinio peržiūra  įjunk spaudinio peržiūrą  išjunk spaudinio peržiūrą  spausdink  spausdink dokumentą  užverk dokumentą  padidink mastelį  sumažink mastelį  atstatyk mastelį  naujas laiškas  pradėk naują laišką  įrašyk laišką  išsiųsk  išsiųsk laišką  atverk laišką  spausdink laišką  atsakyti  atsakymas  atsakyti visiems  atsakymas visiems 
Z208Ml_021.wav,2208076, paleisk vord   paleisk vraiter   paleisk rašyklę  paleisk eksel   paleisk kalk   paleisk skaičiuoklę  paleisk poverpoint  paleisk impres  paleisk pateikčių rengyklę   paleisk autluk  paleisk laifmeil   paleisk tanderbird   paleisk pašto programą   paleisk medijos leistuvę   suskleisk langą  sumažink langą  išskleisk langą  padidink langą  atstatyk langą  aktyvink vord  aktyvink vraiter   aktyvink rašyklę  aktyvink eksel   aktyvink kalk   aktyvink skaičiuoklę  aktyvink poverpoint  aktyvink impres  aktyvink pateikčių rengyklę  
Z208Ml_021a.wav,1907062, aktyvink autluk  aktyvink laifmeil   aktyvink tanderbird  išjunk programą  užverk programą  gerai  taikyk  taikyti  atsisakau  atsisakyti  taip  ne  žemyn  toliau  aukštyn  atgal  dešinėn  į dešinę  kairėn  į kairę  puslapiu žemyn  tolesnis puslapis  parodyk tolesnį puslapį   puslapiu aukštyn  ankstesnis puslapis  parodyk ankstesnį puslapį   kopijuok  iškirpk  įdėk  pažymėk viską  pašalink  atšauk  grąžink                                                                   
Z208Ml_022.wav,2063148, naujas  naujas dokumentas  pradėk naują dokumentą  atverti  atverk  atverti dokumentą  atverk dokumentą  įrašyk  įrašyk dokumentą  įrašyti kitu vardu  įrašyk kitu vardu  įrašyti kaip įrašyk kaip  spaudinio peržiūra  įjunk spaudinio peržiūrą  išjunk spaudinio peržiūrą  spausdink  spausdink dokumentą  užverk dokumentą  padidink mastelį  sumažink mastelį  atstatyk mastelį  naujas laiškas  pradėk naują laišką  įrašyk laišką  išsiųsk  išsiųsk laišką  atverk laišką  spausdink laišką  atsakyti  atsakymas  atsakyti visiems  atsakymas visiems  
Z209Mk_023.wav,1763230, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  išjunk abipusę lygiuotę  centrinė lygiuotė  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą  
Z209Mk_023a.wav,2055182, teksto pabraukimas  įjunk teksto pabraukimą  išjunk teksto pabraukimą  padidink šriftą  sumažink šriftą  įterpti paveikslą  paveikslas  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojimą  atsitiktinis grojimas  įjunk atsitiktinį grojimą  išjunk atsitiktinį grojimą  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z209Mk_024.wav,1832232, mano kompiuteris  parodyk mano kompiuterį  atverk diską  atverk aplanką  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  pažymėk paskutinį  
Z210Mj_023.wav,2034134, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  išjunk abipusę lygiuotę  centrinė lygiuotė  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą  teksto pabraukimas  
Z210Mj_023a.wav,2257074, įjunk teksto pabraukimą išjunk teksto pabraukimą  padidink šriftą  sumažink šriftą  įterpti paveikslą  paveikslas  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojimą  atsitiktinis grojimas  įjunk atsitiktinį grojimą  išjunk atsitiktinį grojimą  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z210Mj_024.wav,1852534, mano kompiuteris  parodyk mano kompiuterį  atverk diską  atverk aplanką  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  
Z211Vl_023.wav,1770444, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuotė  įjunk abipusę lygiuotę  išjunk abipusę lygiuotę  centrinė lygiuotė  įjunk centrinę lygiuotę  išjunk centrinę lygiuotę  dešininė lygiuotė  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuotė  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą  
Z211Vl_023a.wav,2043696, teksto pabraukimas  įjunk teksto pabraukimą  išjunk teksto pabraukimą  padidink šriftą  sumažink šriftą  įterpti paveikslą  paveikslas  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojimą  atsitiktinis grojimas  įjunk atsitiktinį grojimą  išjunk atsitiktinį grojimą  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z211Vl_024.wav,1555446, mano kompiuteris  parodyk mano kompiuterį  atverk diską  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  pažymėk paskutinį 
Z212Vk_023.wav,1601914, pusjuodis šriftas  įjunk pusjuodį šriftą  išjunk pusjuodį šriftą  abipusė lygiuot  įjunk abipusę lygiuot  išjunk abipusę lygiuot  centrinė lygiuot  įjunk centrinę lygiuotę  išjunk centrinę lygiuot  dešininė lygiuot  įjunk dešininę lygiuotę  išjunk dešininę lygiuotę  kairinė lygiuot  įjunk kairinę lygiuotę  išjunk kairinę lygiuotę  kursyvus šriftas  įjunk kursyvų šriftą  išjunk kursyvų šriftą 
Z212Vk_023a.wav,1902452, teksto pabraukimas  įjunk teksto pabraukimą  išjunk teksto pabraukimą  padidink šriftą  sumažink šriftą  įterpti paveikslą  paveikslas  atverti failą  atverk failą  grok  paleisk  pauzė  pristabdyk  pristabdyk grojimą  tęsk  tęsk grojimą  stabdyk  stabdyk grojimą  atsitiktinis grojimas  įjunk atsitiktinį grojimą  išjunk atsitiktinį grojimą  visas ekranas  rodyk visame ekrane  nerodyk visame ekrane  garsiau  padaryk garsiau  tyliau  padaryk tyliau                                               
Z212Vk_024.wav,1793714, mano kompiuteris  parodyk mano kompiuterį  atverk diską  atverk aplanką  vykdyk  vykdyk administratoriaus teisėmis  paleisk administratoriaus teisėmis  atverk administratoriaus teisėmis  dokumentai  parodyk dokumentus  paveikslai  parodyk paveikslus  muzika  parodyk muziką  tolesnis aplankas  ankstesnis aplankas  grįžk atgal  eik toliau  į pradžią  eik į pradžią  pažymėk pirmą  į pabaigą  eik į pabaigą  pažymėk paskutinį  
Z213Vl_021.wav,3516782, paleisk vord   paleisk vraiter   paleisk rašyklę  paleisk eksel   paleisk kalk   paleisk skaičiuoklę  paleisk poverpoint  paleisk impres  paleisk pateikčių rengyklę   paleisk autluk  paleisk laifmeil   paleisk tanderbird   paleisk pašto programą   paleisk medijos leistuvę   suskleisk langą  sumažink langą  išskleisk langą  padidink langą  atstatyk langą  aktyvink vord  aktyvink vraiter   aktyvink rašyklę  aktyvink eksel   aktyvink kalk   aktyvink skaičiuoklę  aktyvink poverpoint  aktyvink impres  aktyvink pateikčių rengyklę   
Z213Vl_021a.wav,3590114, aktyvink autluk  aktyvink laifmeil   aktyvink tanderbird   aktyvink pašto programą   aktyvink medijos leistuvę   užverk  užverk langą  išjunk  išjunk programą  užverk programą  gerai  taikyk  taikyti  atsisakau  atsisakyti  taip  ne  žemyn  toliau  aukštyn  atgal  dešinėn  į dešinę  kairėn  į kairę  puslapiu žemyn  tolesnis puslapis  parodyk tolesnį puslapį   puslapiu aukštyn  ankstesnis puslapis  parodyk ankstesnį puslapį   kopijuok  iškirpk  įdėk  pažymėk viską  pašalink  atšauk  grąžink                                                                   
Z213Vl_022.wav,3369060, naujas  naujas dokumentas  pradėk naują dokumentą  atverti  atverk  atverti dokumentą  atverk dokumentą  įrašyk  įrašyk dokumentą  įrašyti kitu vardu  įrašyk kitu vardu  įrašyti kaip  įrašyk kaip  spausdinimo peržiūra  įjunk spausdinimo peržiūrą  išjunk spausdinimo peržiūrą  spausdink  spausdink dokumentą  užverk dokumentą  padidink mastelį  sumažink mastelį  atstatyk mastelį  naujas laiškas  pradėk naują laišką  įrašyk laišką  išsiųsk  išsiųsk laišką  atverk laišką  spausdink laišką  atsakyti  atsakymas  atsakyti visiems  atsakymas visiems  
Z214Vk_021.wav,1914504, paleisk vord   paleisk vraiter   paleisk rašyklę  paleisk eksel   paleisk kalk   paleisk skaičiuoklę  paleisk poverpoint  paleisk impres  paleisk pateikčių rengyklę   paleisk autluk  paleisk laifmeil   paleisk tanderbird   paleisk pašto programą   paleisk medijos leistuvę   suskleisk langą  sumažink langą  išskleisk langą  padidink langą  atstatyk langą  aktyvink vord  aktyvink vraiter   aktyvink rašyklę  aktyvink eksel   aktyvink kalk   aktyvink skaičiuoklę  aktyvink poverpoint  aktyvink impres  aktyvink pateikčių rengyklę   
Z214Vk_021a.wav,1860692, aktyvink autluk  aktyvink laifmeil   aktyvink tanderbird   aktyvink pašto programą   aktyvink medijos leistuvę   užverk  užverk langą  išjunk  išjunk programą  užverk programą  gerai  taikyk  taikyti  atsisakau  atsisakyti  taip  ne  žemyn  toliau  aukštyn  atgal  dešinėn  į dešinę  kairėn  į kairę  puslapiu žemyn  tolesnis puslapis  parodyk tolesnį puslapį   puslapiu aukštyn  ankstesnis puslapis  parodyk ankstesnį puslapį   kopijuok  iškirpk  įdėk  pažymėk viską  pašalink  atšauk  grąžink                                                                   
